"","time","Rain"
"282",2017-03-03 18:00:00,"0.0"
"283",2017-03-03 19:00:00,"0.0"
"284",2017-03-03 20:00:00,"0.0"
"285",2017-03-03 21:00:00,"0.0"
"286",2017-03-03 22:00:00,"0.0"
"287",2017-03-03 23:00:00,"0.0"
"288",2017-03-04 00:00:00,"0.0"
"289",2017-03-04 01:00:00,"0.0"
"290",2017-03-04 02:00:00,"0.0"
"291",2017-03-04 03:00:00,"0.0"
"292",2017-03-04 04:00:00,"0.0"
"293",2017-03-04 05:00:00,"0.0"
"294",2017-03-04 06:00:00,"0.0"
"295",2017-03-04 07:00:00,"0.0"
"296",2017-03-04 08:00:00,"0.0"
"297",2017-03-04 09:00:00,"0.0"
"298",2017-03-04 10:00:00,"0.0"
"299",2017-03-04 11:00:00,"0.0"
"300",2017-03-04 12:00:00,"0.0"
"301",2017-03-04 13:00:00,"0.0"
"302",2017-03-04 14:00:00,"0.0"
"303",2017-03-04 15:00:00,"0.0"
"304",2017-03-04 16:00:00,"0.0"
"305",2017-03-04 17:00:00,"0.0"
"306",2017-03-04 18:00:00,"0.0"
"307",2017-03-04 19:00:00,"0.0"
"308",2017-03-04 20:00:00,"0.0"
"309",2017-03-04 21:00:00,"0.0"
"310",2017-03-04 22:00:00,"0.0"
"311",2017-03-04 23:00:00,"0.0"
"312",2017-03-05 00:00:00,"0.0"
"313",2017-03-05 01:00:00,"0.0"
"314",2017-03-05 02:00:00,"0.0"
"315",2017-03-05 03:00:00,"0.0"
"316",2017-03-05 04:00:00,"0.0"
"317",2017-03-05 05:00:00,"0.0"
"318",2017-03-05 06:00:00,"0.0"
"319",2017-03-05 07:00:00,"0.0"
"320",2017-03-05 08:00:00,"0.0"
"321",2017-03-05 09:00:00,"0.0"
"322",2017-03-05 10:00:00,"0.0"
"323",2017-03-05 11:00:00,"0.0"
"324",2017-03-05 12:00:00,"0.0"
"325",2017-03-05 13:00:00,"0.0"
"326",2017-03-05 14:00:00,"0.0"
"327",2017-03-05 15:00:00,"0.0"
"328",2017-03-05 16:00:00,"0.0"
"329",2017-03-05 17:00:00,"0.0"
"330",2017-03-05 18:00:00,"0.0"
"331",2017-03-05 19:00:00,"0.0"
"332",2017-03-05 20:00:00,"0.0"
"333",2017-03-05 21:00:00,"0.0"
"334",2017-03-05 22:00:00,"0.0"
"335",2017-03-05 23:00:00,"0.0"
"336",2017-03-06 00:00:00,"0.0"
"337",2017-03-06 01:00:00,"0.0"
"338",2017-03-06 02:00:00,"0.0"
"339",2017-03-06 03:00:00,"0.0"
"340",2017-03-06 04:00:00,"0.0"
"341",2017-03-06 05:00:00,"X"
"342",2017-03-06 06:00:00,"0.0"
"343",2017-03-06 07:00:00,"0.0"
"344",2017-03-06 08:00:00,"0.0"
"345",2017-03-06 09:00:00,"0.0"
"346",2017-03-06 10:00:00,"0.0"
"347",2017-03-06 11:00:00,"0.0"
"348",2017-03-06 12:00:00,"0.0"
"349",2017-03-06 13:00:00,"0.0"
"350",2017-03-06 14:00:00,"0.0"
"351",2017-03-06 15:00:00,"X"
"352",2017-03-06 16:00:00,"0.0"
"353",2017-03-06 17:00:00,"0.0"
"354",2017-03-06 18:00:00,"0.0"
"355",2017-03-06 19:00:00,"0.0"
"356",2017-03-06 20:00:00,"0.0"
"357",2017-03-06 21:00:00,"0.0"
"358",2017-03-06 22:00:00,"0.0"
"359",2017-03-06 23:00:00,"0.0"
"360",2017-03-07 00:00:00,"0.0"
"361",2017-03-07 01:00:00,"0.0"
"362",2017-03-07 02:00:00,"0.0"
"363",2017-03-07 03:00:00,"0.0"
"364",2017-03-07 04:00:00,"0.0"
"365",2017-03-07 05:00:00,"0.0"
"366",2017-03-07 06:00:00,"0.0"
"367",2017-03-07 07:00:00,"0.0"
"368",2017-03-07 08:00:00,"0.0"
"369",2017-03-07 09:00:00,"0.0"
"370",2017-03-07 10:00:00,"0.0"
"371",2017-03-07 11:00:00,"0.0"
"372",2017-03-07 12:00:00,"0.0"
"373",2017-03-07 13:00:00,"0.0"
"374",2017-03-07 14:00:00,"0.0"
"375",2017-03-07 15:00:00,"0.5"
"376",2017-03-07 16:00:00,"0.0"
"377",2017-03-07 17:00:00,"0.0"
"378",2017-03-07 18:00:00,"0.0"
"379",2017-03-07 19:00:00,"0.0"
"380",2017-03-07 20:00:00,"0.0"
"381",2017-03-07 21:00:00,"0.0"
"382",2017-03-07 22:00:00,"0.0"
"383",2017-03-07 23:00:00,"0.0"
"384",2017-03-08 00:00:00,"0.0"
