"","time","Hum"
"125",2017-02-25 05:00:00,"93"
"126",2017-02-25 06:00:00,"95"
"127",2017-02-25 07:00:00,"95"
"128",2017-02-25 08:00:00,"92"
"129",2017-02-25 09:00:00,"85"
"130",2017-02-25 10:00:00,"76"
"131",2017-02-25 11:00:00,"67"
"132",2017-02-25 12:00:00,"66"
"133",2017-02-25 13:00:00,"66"
"134",2017-02-25 14:00:00,"58"
"135",2017-02-25 15:00:00,"60"
"136",2017-02-25 16:00:00,"66"
"137",2017-02-25 17:00:00,"73"
"138",2017-02-25 18:00:00,"79"
"139",2017-02-25 19:00:00,"83"
"140",2017-02-25 20:00:00,"83"
"141",2017-02-25 21:00:00,"85"
"142",2017-02-25 22:00:00,"86"
"143",2017-02-25 23:00:00,"89"
"144",2017-02-26 00:00:00,"89"
"145",2017-02-26 01:00:00,"90"
"146",2017-02-26 02:00:00,"89"
"147",2017-02-26 03:00:00,"90"
"148",2017-02-26 04:00:00,"91"
"149",2017-02-26 05:00:00,"94"
"150",2017-02-26 06:00:00,"91"
"151",2017-02-26 07:00:00,"94"
"152",2017-02-26 08:00:00,"92"
"153",2017-02-26 09:00:00,"82"
"154",2017-02-26 10:00:00,"77"
"155",2017-02-26 11:00:00,"67"
"156",2017-02-26 12:00:00,"63"
"157",2017-02-26 13:00:00,"59"
"158",2017-02-26 14:00:00,"57"
"159",2017-02-26 15:00:00,"56"
"160",2017-02-26 16:00:00,"59"
"161",2017-02-26 17:00:00,"66"
"162",2017-02-26 18:00:00,"77"
"163",2017-02-26 19:00:00,"82"
"164",2017-02-26 20:00:00,"83"
"165",2017-02-26 21:00:00,"86"
"166",2017-02-26 22:00:00,"87"
"167",2017-02-26 23:00:00,"89"
"168",2017-02-27 00:00:00,"87"
"169",2017-02-27 01:00:00,"88"
"170",2017-02-27 02:00:00,"91"
"171",2017-02-27 03:00:00,"94"
"172",2017-02-27 04:00:00,"X"
"173",2017-02-27 05:00:00,"91"
"174",2017-02-27 06:00:00,"90"
"175",2017-02-27 07:00:00,"89"
"176",2017-02-27 08:00:00,"82"
"177",2017-02-27 09:00:00,"65"
"178",2017-02-27 10:00:00,"62"
"179",2017-02-27 11:00:00,"62"
"180",2017-02-27 12:00:00,"58"
"181",2017-02-27 13:00:00,"56"
"182",2017-02-27 14:00:00,"57"
"183",2017-02-27 15:00:00,"56"
"184",2017-02-27 16:00:00,"58"
"185",2017-02-27 17:00:00,"62"
"186",2017-02-27 18:00:00,"67"
"187",2017-02-27 19:00:00,"73"
"188",2017-02-27 20:00:00,"77"
"189",2017-02-27 21:00:00,"80"
"190",2017-02-27 22:00:00,"89"
"191",2017-02-27 23:00:00,"X"
"192",2017-02-28 00:00:00,"89"
"193",2017-02-28 01:00:00,"95"
"194",2017-02-28 02:00:00,"94"
"195",2017-02-28 03:00:00,"98"
"196",2017-02-28 04:00:00,"96"
"197",2017-02-28 05:00:00,"91"
"198",2017-02-28 06:00:00,"94"
"199",2017-02-28 07:00:00,"95"
"200",2017-02-28 08:00:00,"83"
"201",2017-02-28 09:00:00,"71"
"202",2017-02-28 10:00:00,"59"
"203",2017-02-28 11:00:00,"53"
"204",2017-02-28 12:00:00,"54"
"205",2017-02-28 13:00:00,"53"
"206",2017-02-28 14:00:00,"51"
"207",2017-02-28 15:00:00,"49"
"208",2017-02-28 16:00:00,"57"
"209",2017-02-28 17:00:00,"60"
"210",2017-02-28 18:00:00,"66"
"211",2017-02-28 19:00:00,"69"
"212",2017-02-28 20:00:00,"78"
"213",2017-02-28 21:00:00,"81"
"214",2017-02-28 22:00:00,"84"
"215",2017-02-28 23:00:00,"90"
"216",2017-03-01 00:00:00,"93"
"217",2017-03-01 01:00:00,"95"
"218",2017-03-01 02:00:00,"97"
"219",2017-03-01 03:00:00,"100"
"220",2017-03-01 04:00:00,"100"
"221",2017-03-01 05:00:00,"100"
"222",2017-03-01 06:00:00,"100"
"223",2017-03-01 07:00:00,"100"
"224",2017-03-01 08:00:00,"92"
"225",2017-03-01 09:00:00,"77"
"226",2017-03-01 10:00:00,"66"
"227",2017-03-01 11:00:00,"53"
"228",2017-03-01 12:00:00,"44"
"229",2017-03-01 13:00:00,"47"
"230",2017-03-01 14:00:00,"53"
"231",2017-03-01 15:00:00,"52"
"232",2017-03-01 16:00:00,"56"
"233",2017-03-01 17:00:00,"58"
"234",2017-03-01 18:00:00,"66"
"235",2017-03-01 19:00:00,"71"
"236",2017-03-01 20:00:00,"80"
"237",2017-03-01 21:00:00,"88"
"238",2017-03-01 22:00:00,"91"
"239",2017-03-01 23:00:00,"94"
"240",2017-03-02 00:00:00,"96"
"241",2017-03-02 01:00:00,"96"
"242",2017-03-02 02:00:00,"98"
"243",2017-03-02 03:00:00,"100"
"244",2017-03-02 04:00:00,"X"
"245",2017-03-02 05:00:00,"100"
"246",2017-03-02 06:00:00,"100"
"247",2017-03-02 07:00:00,"100"
"248",2017-03-02 08:00:00,"87"
"249",2017-03-02 09:00:00,"61"
"250",2017-03-02 10:00:00,"53"
"251",2017-03-02 11:00:00,"47"
"252",2017-03-02 12:00:00,"44"
"253",2017-03-02 13:00:00,"41"
"254",2017-03-02 14:00:00,"40"
"255",2017-03-02 15:00:00,"44"
"256",2017-03-02 16:00:00,"47"
"257",2017-03-02 17:00:00,"53"
"258",2017-03-02 18:00:00,"59"
"259",2017-03-02 19:00:00,"65"
"260",2017-03-02 20:00:00,"69"
"261",2017-03-02 21:00:00,"75"
"262",2017-03-02 22:00:00,"80"
"263",2017-03-02 23:00:00,"86"
"264",2017-03-03 00:00:00,"94"
"265",2017-03-03 01:00:00,"94"
"266",2017-03-03 02:00:00,"95"
"267",2017-03-03 03:00:00,"97"
"268",2017-03-03 04:00:00,"99"
"269",2017-03-03 05:00:00,"97"
"270",2017-03-03 06:00:00,"99"
"271",2017-03-03 07:00:00,"100"
"272",2017-03-03 08:00:00,"92"
"273",2017-03-03 09:00:00,"75"
"274",2017-03-03 10:00:00,"65"
"275",2017-03-03 11:00:00,"54"
"276",2017-03-03 12:00:00,"52"
"277",2017-03-03 13:00:00,"47"
"278",2017-03-03 14:00:00,"45"
"279",2017-03-03 15:00:00,"43"
"280",2017-03-03 16:00:00,"44"
"281",2017-03-03 17:00:00,"50"
"282",2017-03-03 18:00:00,"60"
"283",2017-03-03 19:00:00,"66"
"284",2017-03-03 20:00:00,"73"
"285",2017-03-03 21:00:00,"72"
"286",2017-03-03 22:00:00,"75"
"287",2017-03-03 23:00:00,"80"
"288",2017-03-04 00:00:00,"81"
"289",2017-03-04 01:00:00,"84"
"290",2017-03-04 02:00:00,"85"
"291",2017-03-04 03:00:00,"87"
"292",2017-03-04 04:00:00,"87"
"293",2017-03-04 05:00:00,"90"
"294",2017-03-04 06:00:00,"96"
"295",2017-03-04 07:00:00,"95"
"296",2017-03-04 08:00:00,"86"
"297",2017-03-04 09:00:00,"69"
"298",2017-03-04 10:00:00,"51"
"299",2017-03-04 11:00:00,"47"
"300",2017-03-04 12:00:00,"43"
"301",2017-03-04 13:00:00,"44"
"302",2017-03-04 14:00:00,"42"
"303",2017-03-04 15:00:00,"41"
"304",2017-03-04 16:00:00,"50"
"305",2017-03-04 17:00:00,"57"
"306",2017-03-04 18:00:00,"63"
"307",2017-03-04 19:00:00,"68"
"308",2017-03-04 20:00:00,"73"
"309",2017-03-04 21:00:00,"82"
"310",2017-03-04 22:00:00,"87"
"311",2017-03-04 23:00:00,"X"
"312",2017-03-05 00:00:00,"91"
"313",2017-03-05 01:00:00,"89"
"314",2017-03-05 02:00:00,"91"
"315",2017-03-05 03:00:00,"88"
"316",2017-03-05 04:00:00,"91"
"317",2017-03-05 05:00:00,"90"
"318",2017-03-05 06:00:00,"91"
"319",2017-03-05 07:00:00,"89"
"320",2017-03-05 08:00:00,"76"
"321",2017-03-05 09:00:00,"67"
"322",2017-03-05 10:00:00,"51"
"323",2017-03-05 11:00:00,"53"
"324",2017-03-05 12:00:00,"40"
"325",2017-03-05 13:00:00,"38"
"326",2017-03-05 14:00:00,"42"
"327",2017-03-05 15:00:00,"42"
"328",2017-03-05 16:00:00,"45"
"329",2017-03-05 17:00:00,"50"
"330",2017-03-05 18:00:00,"60"
"331",2017-03-05 19:00:00,"65"
"332",2017-03-05 20:00:00,"72"
"333",2017-03-05 21:00:00,"76"
"334",2017-03-05 22:00:00,"84"
"335",2017-03-05 23:00:00,"86"
"336",2017-03-06 00:00:00,"89"
"337",2017-03-06 01:00:00,"88"
"338",2017-03-06 02:00:00,"88"
"339",2017-03-06 03:00:00,"85"
"340",2017-03-06 04:00:00,"86"
"341",2017-03-06 05:00:00,"X"
"342",2017-03-06 06:00:00,"89"
"343",2017-03-06 07:00:00,"93"
"344",2017-03-06 08:00:00,"82"
"345",2017-03-06 09:00:00,"73"
"346",2017-03-06 10:00:00,"70"
"347",2017-03-06 11:00:00,"61"
"348",2017-03-06 12:00:00,"62"
"349",2017-03-06 13:00:00,"62"
"350",2017-03-06 14:00:00,"61"
"351",2017-03-06 15:00:00,"59"
"352",2017-03-06 16:00:00,"64"
"353",2017-03-06 17:00:00,"66"
"354",2017-03-06 18:00:00,"73"
"355",2017-03-06 19:00:00,"77"
"356",2017-03-06 20:00:00,"80"
"357",2017-03-06 21:00:00,"82"
"358",2017-03-06 22:00:00,"83"
"359",2017-03-06 23:00:00,"83"
"360",2017-03-07 00:00:00,"85"
"361",2017-03-07 01:00:00,"87"
"362",2017-03-07 02:00:00,"87"
"363",2017-03-07 03:00:00,"88"
"364",2017-03-07 04:00:00,"88"
"365",2017-03-07 05:00:00,"89"
"366",2017-03-07 06:00:00,"90"
"367",2017-03-07 07:00:00,"89"
"368",2017-03-07 08:00:00,"86"
"369",2017-03-07 09:00:00,"82"
"370",2017-03-07 10:00:00,"X"
"371",2017-03-07 11:00:00,"70"
"372",2017-03-07 12:00:00,"74"
"373",2017-03-07 13:00:00,"84"
"374",2017-03-07 14:00:00,"94"
"375",2017-03-07 15:00:00,"X"
"376",2017-03-07 16:00:00,"95"
"377",2017-03-07 17:00:00,"92"
"378",2017-03-07 18:00:00,"93"
"379",2017-03-07 19:00:00,"84"
"380",2017-03-07 20:00:00,"82"
"381",2017-03-07 21:00:00,"92"
"382",2017-03-07 22:00:00,"88"
"383",2017-03-07 23:00:00,"98"
"384",2017-03-08 00:00:00,"98"
