"","time","Hum"
"105",2017-03-18 09:00:00,"86"
"106",2017-03-18 10:00:00,"78"
"107",2017-03-18 11:00:00,"69"
"108",2017-03-18 12:00:00,"58"
"109",2017-03-18 13:00:00,"55"
"110",2017-03-18 14:00:00,"52"
"111",2017-03-18 15:00:00,"57"
"112",2017-03-18 16:00:00,"63"
"113",2017-03-18 17:00:00,"64"
"114",2017-03-18 18:00:00,"69"
"115",2017-03-18 19:00:00,"79"
"116",2017-03-18 20:00:00,"86"
"117",2017-03-18 21:00:00,"87"
"118",2017-03-18 22:00:00,"87"
"119",2017-03-18 23:00:00,"87"
"120",2017-03-19 00:00:00,"89"
"121",2017-03-19 01:00:00,"91"
"122",2017-03-19 02:00:00,"94"
"123",2017-03-19 03:00:00,"95"
"124",2017-03-19 04:00:00,"97"
"125",2017-03-19 05:00:00,"99"
"126",2017-03-19 06:00:00,"100"
"127",2017-03-19 07:00:00,"100"
"128",2017-03-19 08:00:00,"99"
"129",2017-03-19 09:00:00,"X"
"130",2017-03-19 10:00:00,"67"
"131",2017-03-19 11:00:00,"53"
"132",2017-03-19 12:00:00,"56"
"133",2017-03-19 13:00:00,"77"
"134",2017-03-19 14:00:00,"77"
"135",2017-03-19 15:00:00,"71"
"136",2017-03-19 16:00:00,"68"
"137",2017-03-19 17:00:00,"71"
"138",2017-03-19 18:00:00,"76"
"139",2017-03-19 19:00:00,"80"
"140",2017-03-19 20:00:00,"83"
"141",2017-03-19 21:00:00,"90"
"142",2017-03-19 22:00:00,"90"
"143",2017-03-19 23:00:00,"93"
"144",2017-03-20 00:00:00,"95"
