"","Hour","variable","value"
"369",9,"2017-02-01","1012.9"
"370",10,"2017-02-01","1012.7"
"371",11,"2017-02-01","1012.1"
"372",12,"2017-02-01","1011.5"
"373",13,"2017-02-01","1010.9"
"374",14,"2017-02-01","1010.2"
"375",15,"2017-02-01","1009.9"
"376",16,"2017-02-01","1010.5"
"377",17,"2017-02-01","1010.8"
"378",18,"2017-02-01","1011.2"
"379",19,"2017-02-01","1011.8"
"380",20,"2017-02-01","1012.1"
"381",21,"2017-02-01","1012.1"
"382",22,"2017-02-01","1012.3"
"383",23,"2017-02-01","1012.4"
"384",24,"2017-02-01","1012.7"
"385",1,"2017-02-02","1012.8"
"386",2,"2017-02-02","1012.6"
"387",3,"2017-02-02","1012.4"
"388",4,"2017-02-02","1012.2"
"389",5,"2017-02-02","1012.5"
"390",6,"2017-02-02","1013.0"
"391",7,"2017-02-02","1013.4"
"392",8,"2017-02-02","1013.9"
"393",9,"2017-02-02","1014.4"
"394",10,"2017-02-02","1014.5"
"395",11,"2017-02-02","1013.8"
"396",12,"2017-02-02","1013.0"
"397",13,"2017-02-02","1011.9"
"398",14,"2017-02-02","1011.1"
"399",15,"2017-02-02","1010.6"
"400",16,"2017-02-02","1010.8"
"401",17,"2017-02-02","1011.1"
"402",18,"2017-02-02","1011.7"
"403",19,"2017-02-02","1012.1"
"404",20,"2017-02-02","1012.5"
"405",21,"2017-02-02","1012.6"
"406",22,"2017-02-02","1012.9"
"407",23,"2017-02-02","1012.9"
"408",24,"2017-02-02","1012.9"
"409",1,"2017-02-03","1012.5"
"410",2,"2017-02-03","1012.3"
"411",3,"2017-02-03","1011.9"
"412",4,"2017-02-03","1011.4"
"413",5,"2017-02-03","1011.8"
"414",6,"2017-02-03","1012.1"
"415",7,"2017-02-03","1012.4"
"416",8,"2017-02-03","1012.8"
"417",9,"2017-02-03","1013.1"
"418",10,"2017-02-03","1012.8"
"419",11,"2017-02-03","1012.1"
"420",12,"2017-02-03","1010.8"
"421",13,"2017-02-03","1009.5"
"422",14,"2017-02-03","1008.4"
"423",15,"2017-02-03","1008.0"
"424",16,"2017-02-03","1008.2"
"425",17,"2017-02-03","1008.8"
"426",18,"2017-02-03","1009.4"
"427",19,"2017-02-03","1010.1"
"428",20,"2017-02-03","1010.5"
"429",21,"2017-02-03","1010.9"
"430",22,"2017-02-03","1011.0"
"431",23,"2017-02-03","1010.8"
"432",24,"2017-02-03","1010.5"
"433",1,"2017-02-04","1010.2"
"434",2,"2017-02-04","1009.9"
"435",3,"2017-02-04","1009.0"
"436",4,"2017-02-04","1008.4"
"437",5,"2017-02-04","1008.4"
"438",6,"2017-02-04","1008.9"
"439",7,"2017-02-04","1009.3"
"440",8,"2017-02-04","1009.4"
"441",9,"2017-02-04","1010.0"
"442",10,"2017-02-04","1010.0"
"443",11,"2017-02-04","1009.4"
"444",12,"2017-02-04","1007.8"
"445",13,"2017-02-04","1006.7"
"446",14,"2017-02-04","1005.2"
"447",15,"2017-02-04","1004.7"
"448",16,"2017-02-04","1005.2"
"449",17,"2017-02-04","1005.0"
"450",18,"2017-02-04","1005.0"
"451",19,"2017-02-04","1005.5"
"452",20,"2017-02-04","1006.1"
"453",21,"2017-02-04","1006.3"
"454",22,"2017-02-04","1006.5"
"455",23,"2017-02-04","1006.5"
"456",24,"2017-02-04","1006.4"
"457",1,"2017-02-05","1005.8"
"458",2,"2017-02-05","1005.1"
"459",3,"2017-02-05","1004.1"
"460",4,"2017-02-05","X"
"461",5,"2017-02-05","1004.5"
"462",6,"2017-02-05","1005.2"
"463",7,"2017-02-05","1005.4"
"464",8,"2017-02-05","1005.9"
"465",9,"2017-02-05","1006.4"
"466",10,"2017-02-05","1006.3"
"467",11,"2017-02-05","1005.7"
"468",12,"2017-02-05","1005.1"
"469",13,"2017-02-05","1003.9"
"470",14,"2017-02-05","1002.9"
"471",15,"2017-02-05","1002.5"
"472",16,"2017-02-05","1002.2"
"473",17,"2017-02-05","1003.0"
"474",18,"2017-02-05","1002.8"
"475",19,"2017-02-05","1003.3"
"476",20,"2017-02-05","1004.0"
