"","Hour","variable","value"
"306",18,"2017-01-29","70"
"307",19,"2017-01-29","74"
"308",20,"2017-01-29","83"
"309",21,"2017-01-29","88"
"310",22,"2017-01-29","92"
"311",23,"2017-01-29","97"
"312",24,"2017-01-29","96"
"313",1,"2017-01-30","99"
"314",2,"2017-01-30","99"
"315",3,"2017-01-30","99"
"316",4,"2017-01-30","99"
"317",5,"2017-01-30","99"
"318",6,"2017-01-30","99"
"319",7,"2017-01-30","X"
"320",8,"2017-01-30","99"
"321",9,"2017-01-30","75"
"322",10,"2017-01-30","61"
"323",11,"2017-01-30","52"
"324",12,"2017-01-30","45"
"325",13,"2017-01-30","50"
"326",14,"2017-01-30","53"
"327",15,"2017-01-30","60"
"328",16,"2017-01-30","67"
"329",17,"2017-01-30","73"
"330",18,"2017-01-30","76"
"331",19,"2017-01-30","X"
"332",20,"2017-01-30","X"
"333",21,"2017-01-30","84"
"334",22,"2017-01-30","86"
"335",23,"2017-01-30","86"
"336",24,"2017-01-30","86"
"337",1,"2017-01-31","88"
"338",2,"2017-01-31","91"
"339",3,"2017-01-31","92"
"340",4,"2017-01-31","94"
"341",5,"2017-01-31","94"
"342",6,"2017-01-31","94"
"343",7,"2017-01-31","92"
"344",8,"2017-01-31","90"
"345",9,"2017-01-31","82"
"346",10,"2017-01-31","76"
"347",11,"2017-01-31","71"
"348",12,"2017-01-31","67"
"349",13,"2017-01-31","64"
"350",14,"2017-01-31","62"
"351",15,"2017-01-31","61"
"352",16,"2017-01-31","66"
"353",17,"2017-01-31","74"
"354",18,"2017-01-31","78"
"355",19,"2017-01-31","80"
"356",20,"2017-01-31","81"
"357",21,"2017-01-31","82"
"358",22,"2017-01-31","84"
"359",23,"2017-01-31","86"
"360",24,"2017-01-31","87"
"361",1,"2017-02-01","89"
"362",2,"2017-02-01","90"
"363",3,"2017-02-01","91"
"364",4,"2017-02-01","91"
"365",5,"2017-02-01","90"
"366",6,"2017-02-01","90"
"367",7,"2017-02-01","96"
"368",8,"2017-02-01","98"
"369",9,"2017-02-01","88"
"370",10,"2017-02-01","84"
"371",11,"2017-02-01","74"
"372",12,"2017-02-01","68"
"373",13,"2017-02-01","67"
"374",14,"2017-02-01","66"
"375",15,"2017-02-01","66"
"376",16,"2017-02-01","69"
"377",17,"2017-02-01","73"
"378",18,"2017-02-01","77"
"379",19,"2017-02-01","77"
"380",20,"2017-02-01","79"
"381",21,"2017-02-01","80"
"382",22,"2017-02-01","82"
"383",23,"2017-02-01","82"
"384",24,"2017-02-01","84"
"385",1,"2017-02-02","86"
"386",2,"2017-02-02","88"
"387",3,"2017-02-02","90"
"388",4,"2017-02-02","91"
"389",5,"2017-02-02","90"
"390",6,"2017-02-02","88"
"391",7,"2017-02-02","88"
"392",8,"2017-02-02","85"
"393",9,"2017-02-02","78"
"394",10,"2017-02-02","73"
"395",11,"2017-02-02","69"
"396",12,"2017-02-02","67"
"397",13,"2017-02-02","63"
"398",14,"2017-02-02","65"
"399",15,"2017-02-02","61"
"400",16,"2017-02-02","65"
"401",17,"2017-02-02","68"
"402",18,"2017-02-02","74"
"403",19,"2017-02-02","79"
"404",20,"2017-02-02","83"
"405",21,"2017-02-02","87"
"406",22,"2017-02-02","92"
"407",23,"2017-02-02","92"
"408",24,"2017-02-02","88"
"409",1,"2017-02-03","91"
"410",2,"2017-02-03","95"
"411",3,"2017-02-03","94"
"412",4,"2017-02-03","95"
"413",5,"2017-02-03","94"
"414",6,"2017-02-03","95"
"415",7,"2017-02-03","98"
"416",8,"2017-02-03","93"
"417",9,"2017-02-03","82"
"418",10,"2017-02-03","68"
"419",11,"2017-02-03","61"
"420",12,"2017-02-03","58"
"421",13,"2017-02-03","54"
"422",14,"2017-02-03","53"
"423",15,"2017-02-03","62"
"424",16,"2017-02-03","64"
"425",17,"2017-02-03","65"
"426",18,"2017-02-03","75"
"427",19,"2017-02-03","84"
"428",20,"2017-02-03","92"
"429",21,"2017-02-03","96"
"430",22,"2017-02-03","97"
"431",23,"2017-02-03","98"
"432",24,"2017-02-03","97"
"433",1,"2017-02-04","97"
"434",2,"2017-02-04","96"
"435",3,"2017-02-04","97"
"436",4,"2017-02-04","99"
"437",5,"2017-02-04","99"
"438",6,"2017-02-04","99"
"439",7,"2017-02-04","99"
"440",8,"2017-02-04","98"
"441",9,"2017-02-04","94"
"442",10,"2017-02-04","87"
"443",11,"2017-02-04","85"
"444",12,"2017-02-04","75"
"445",13,"2017-02-04","73"
"446",14,"2017-02-04","63"
"447",15,"2017-02-04","65"
"448",16,"2017-02-04","69"
"449",17,"2017-02-04","79"
"450",18,"2017-02-04","88"
"451",19,"2017-02-04","93"
"452",20,"2017-02-04","96"
"453",21,"2017-02-04","97"
"454",22,"2017-02-04","96"
"455",23,"2017-02-04","98"
"456",24,"2017-02-04","99"
"457",1,"2017-02-05","99"
"458",2,"2017-02-05","99"
"459",3,"2017-02-05","99"
"460",4,"2017-02-05","X"
"461",5,"2017-02-05","99"
"462",6,"2017-02-05","99"
"463",7,"2017-02-05","99"
"464",8,"2017-02-05","99"
"465",9,"2017-02-05","95"
"466",10,"2017-02-05","74"
"467",11,"2017-02-05","68"
"468",12,"2017-02-05","72"
"469",13,"2017-02-05","63"
"470",14,"2017-02-05","63"
"471",15,"2017-02-05","65"
"472",16,"2017-02-05","73"
"473",17,"2017-02-05","83"
"474",18,"2017-02-05","85"
"475",19,"2017-02-05","86"
"476",20,"2017-02-05","93"
"477",21,"2017-02-05","96"
"478",22,"2017-02-05","98"
"479",23,"2017-02-05","99"
"480",24,"2017-02-05","99"
"481",1,"2017-02-06","99"
"482",2,"2017-02-06","99"
"483",3,"2017-02-06","99"
"484",4,"2017-02-06","99"
"485",5,"2017-02-06","99"
"486",6,"2017-02-06","99"
"487",7,"2017-02-06","99"
"488",8,"2017-02-06","99"
"489",9,"2017-02-06","99"
"490",10,"2017-02-06","93"
"491",11,"2017-02-06","74"
"492",12,"2017-02-06","64"
"493",13,"2017-02-06","58"
"494",14,"2017-02-06","55"
"495",15,"2017-02-06","55"
"496",16,"2017-02-06","56"
"497",17,"2017-02-06","64"
"498",18,"2017-02-06","74"
"499",19,"2017-02-06","78"
"500",20,"2017-02-06","83"
"501",21,"2017-02-06","86"
"502",22,"2017-02-06","90"
"503",23,"2017-02-06","87"
"504",24,"2017-02-06","87"
"505",1,"2017-02-07","82"
"506",2,"2017-02-07","80"
"507",3,"2017-02-07","82"
"508",4,"2017-02-07","84"
"509",5,"2017-02-07","88"
"510",6,"2017-02-07","96"
"511",7,"2017-02-07","97"
"512",8,"2017-02-07","89"
